Date,VIX Open,VIX High,VIX Low,VIX Close
2005-01-11,13.44,13.68,13.05,13.19
2005-01-12,13.94,13.94,12.54,12.56
2005-01-13,12.7,12.86,12.37,12.84
2005-01-14,12.68,12.82,12.29,12.43
2005-01-18,13.13,13.15,12.3,12.47
2005-01-19,12.47,13.21,12.41,13.18
2005-01-20,13.37,14.11,13.28,13.83
2005-01-21,13.75,14.46,13.4,14.36
2005-01-24,14.38,14.75,14.17,14.65
2005-01-25,14.34,14.36,13.88,14.06
2005-01-26,13.84,13.84,13.06,13.44
2005-01-27,13.5,13.57,12.96,13.24
2005-01-28,13.15,13.56,12.83,13.24
2005-01-31,13.63,13.63,12.79,12.82
2005-02-01,12.8,13.02,12.02,12.03
2005-02-02,12.01,12.06,11.52,11.66
2005-02-03,12.03,12.12,11.72,11.79
2005-02-04,11.97,11.97,10.9,11.21
2005-02-07,11.53,11.75,11.36,11.73
2005-02-08,11.66,11.67,11.45,11.6
2005-02-09,11.52,12.02,11.41,12
2005-02-10,11.98,11.99,11.38,11.51
2005-02-11,11.64,11.82,11.25,11.43
2005-02-14,11.28,11.86,11.18,11.52
2005-02-15,11.57,11.76,11.13,11.27
2005-02-16,11.4,11.5,11.03,11.1
2005-02-17,11.25,11.91,11.21,11.77
2005-02-18,11.99,12.12,11.18,11.18
2005-02-22,12.18,13.2,12.09,13.14
2005-02-23,12.94,12.94,12.3,12.39
2005-02-24,12.51,12.51,11.48,11.57
2005-02-25,11.75,11.78,10.92,11.49
2005-02-28,11.89,12.5,11.73,12.08
2005-03-01,11.95,12.1,11.66,12.04
2005-03-02,12.88,12.91,12.2,12.5
2005-03-03,12.28,13.07,12.23,12.93
2005-03-04,12.49,12.5,11.94,11.94
2005-03-07,12.36,12.6,12.05,12.26
2005-03-08,12.06,12.5,11.95,12.4
2005-03-09,12.23,12.72,12.2,12.7
2005-03-10,12.62,12.97,12.42,12.49
2005-03-11,12.29,12.98,12.11,12.8
2005-03-14,12.82,12.99,12.36,12.39
2005-03-15,12.44,13.22,12.33,13.15
2005-03-16,13.3,13.81,13.19,13.49
2005-03-17,13.25,13.67,13.2,13.29
2005-03-18,13.65,13.67,13.08,13.14
2005-03-21,13.62,13.98,13.33,13.61
2005-03-22,13.76,14.28,13.15,14.27
2005-03-23,14.61,14.89,13.88,14.06
2005-03-24,13.86,13.88,12.97,13.42
2005-03-28,14.01,14.01,13.44,13.75
2005-03-29,13.96,14.68,13.38,14.49
2005-03-30,14.47,14.47,13.64,13.64
2005-03-31,13.71,14.1,13.57,14.02
2005-04-01,13.64,14.38,12.92,14.09
2005-04-04,14.53,14.76,13.96,14.11
2005-04-05,14.1,14.11,13.66,13.68
2005-04-06,13.75,13.76,12.89,13.15
2005-04-07,12.92,12.96,12.3,12.33
2005-04-08,12.06,12.65,11.52,12.62
2005-04-11,12.09,12.46,11.82,11.98
2005-04-12,12.12,12.83,11.2,11.3
2005-04-13,11.68,13.44,11.27,13.31
2005-04-14,13.4,14.6,12.67,14.53
2005-04-15,14.92,18.05,14.71,17.74
2005-04-18,18.33,18.59,16.41,16.56
2005-04-19,15.28,15.97,14.81,14.96
2005-04-20,14.86,17.25,14.52,16.92
2005-04-21,16.22,16.22,14.26,14.41
2005-04-22,14.54,16.32,14.2,15.38
2005-04-25,15.29,15.47,14.6,14.62
2005-04-26,14.27,15.15,14.27,14.91
2005-04-27,14.62,15.93,14.43,14.87
2005-04-28,14.19,16.87,14.19,16.86
2005-04-29,15.75,16.92,15.26,15.31
2005-05-02,15.45,16.01,15.08,15.12
2005-05-03,15.19,15.31,14.53,14.53
2005-05-04,14.44,15.38,13.7,13.85
2005-05-05,13.48,15.82,13.43,13.98
2005-05-06,13.29,14.06,13.11,14.05
2005-05-09,14.11,14.56,13.53,13.75
2005-05-10,14.05,15.11,14.03,14.91
2005-05-11,14.69,15.8,14.31,14.45
2005-05-12,14.43,16.23,14.16,16.12
2005-05-13,15.88,17.7,15.4,16.32
2005-05-16,16.87,16.87,15.67,15.68
2005-05-17,15.92,16.21,14.45,14.57
2005-05-18,14.11,14.13,13.3,13.63
2005-05-19,13.35,14.02,13.25,13.32
2005-05-20,13.57,13.73,13.07,13.14
2005-05-23,13.38,13.45,12.75,12.95
2005-05-24,13.12,13.3,12.53,12.69
2005-05-25,12.83,13.11,12.58,12.58
2005-05-26,12.23,12.38,11.65,12.24
2005-05-27,12.06,12.43,12.06,12.15
2005-05-31,12.69,13.45,12.67,13.29
2005-06-01,13.34,13.34,12.17,12.36
2005-06-02,12.35,12.43,11.8,11.84
2005-06-03,11.78,12.49,11.52,12.15
2005-06-06,12.68,13,12.21,12.28
2005-06-07,12.22,12.43,11.47,12.39
2005-06-08,12.05,12.83,12.05,12.7
2005-06-09,12.69,13.07,12.06,12.08
2005-06-10,12.16,12.4,11.9,11.96
2005-06-13,12.12,12.12,11.31,11.65
2005-06-14,11.65,12.02,11.52,11.79
2005-06-15,11.22,11.96,11.05,11.46
2005-06-16,11.24,11.36,11.04,11.15
2005-06-17,10.83,11.64,10.78,11.48
2005-06-20,12.51,12.53,11.31,11.47
2005-06-21,11.52,11.67,11.01,11.08
2005-06-22,10.96,11.31,10.81,11.05
2005-06-23,11.19,12.13,10.96,12.13
2005-06-24,12.27,12.32,11.95,12.18
2005-06-27,12.73,12.78,12.38,12.52
2005-06-28,12.31,12.31,11.55,11.58
2005-06-29,11.54,11.78,11.44,11.77
2005-06-30,11.72,12.1,11.5,12.04
2005-07-01,11.75,11.92,11.38,11.4
2005-07-05,12.41,12.41,11.53,11.68
2005-07-06,11.67,12.33,11.54,12.27
2005-07-07,13.91,13.92,12.48,12.49
2005-07-08,12.24,12.29,11.09,11.45
2005-07-11,10.96,11.41,10.53,11.28
2005-07-12,11.03,11.37,10.85,10.95
2005-07-13,11.09,11.44,10.8,10.84
2005-07-14,10.87,11.13,10.5,10.81
2005-07-15,10.61,10.9,10.13,10.33
2005-07-18,11.09,11.09,10.77,10.77
2005-07-19,10.63,10.79,10.36,10.45
2005-07-20,10.8,10.94,9.88,10.23
2005-07-21,10.23,11.21,10.23,10.97
2005-07-22,11.01,11.05,10.51,10.52
2005-07-25,11.12,11.28,10.7,11.1
2005-07-26,11.11,11.25,10.92,10.99
2005-07-27,11.03,11.03,10.34,10.36
2005-07-28,10.4,10.58,10.27,10.52
2005-07-29,10.24,11.73,10.24,11.57
2005-08-01,11.75,12.23,11.36,12.08
2005-08-02,12,12.03,11.69,11.75
2005-08-03,11.9,12.01,11.62,11.83
2005-08-04,12.12,12.57,11.99,12.52
2005-08-05,11.82,12.92,11.82,12.48
2005-08-08,12.56,13.29,12.56,13.21
2005-08-09,12.25,12.78,12.24,12.4
2005-08-10,12.03,12.56,11.51,12.38
2005-08-11,12.34,12.94,11.88,12.42
2005-08-12,12.36,12.98,12.18,12.74
2005-08-15,12.87,12.99,12.08,12.26
2005-08-16,12.37,13.89,12.28,13.52
2005-08-17,13.35,13.76,12.78,13.3
2005-08-18,13.47,13.88,13.01,13.42
2005-08-19,12.84,13.85,12.61,13.42
2005-08-22,13.67,13.89,13.2,13.42
2005-08-23,13.63,14.05,13.3,13.34
2005-08-24,13.56,14.18,13,14.17
2005-08-25,13.92,14.12,13.66,13.73
2005-08-26,13.79,14.2,13.65,13.72
2005-08-29,14.34,14.41,13.38,13.52
2005-08-30,13.49,14.18,13.47,13.65
2005-08-31,13.37,13.63,12.56,12.6
2005-09-01,12.86,13.37,12.31,13.15
2005-09-02,13.21,13.72,13.03,13.57
2005-09-06,14.17,14.18,12.9,12.93
2005-09-07,13.06,13.2,12.44,12.52
2005-09-08,12.72,12.94,12.37,12.93
2005-09-09,12.46,12.65,11.96,11.98
2005-09-12,11.66,11.89,11.45,11.65
2005-09-13,11.76,12.48,11.75,12.39
2005-09-14,12.79,13.26,12.67,12.91
2005-09-15,12.72,13.17,12.28,12.49
2005-09-16,11.89,11.93,11.07,11.22
2005-09-19,12.17,12.46,12.04,12.14
2005-09-20,12.23,12.96,11.83,12.64
2005-09-21,13.07,13.91,12.96,13.79
2005-09-22,13.85,14.39,13.31,13.33
2005-09-23,13.64,13.88,12.75,12.96
2005-09-26,13.27,13.47,12.64,13.04
2005-09-27,13.06,13.46,12.51,12.76
2005-09-28,12.6,12.98,12.37,12.63
2005-09-29,12.92,13.23,12.15,12.24
2005-09-30,12.42,12.44,11.92,11.92
2005-10-03,12.37,12.62,11.98,12.46
2005-10-04,12.5,13.21,12.11,13.2
2005-10-05,13.15,14.58,12.97,14.55
2005-10-06,14.53,15.63,14.04,14.96
2005-10-07,14.56,14.82,14.3,14.59
2005-10-10,14.93,15.61,14.87,15.55
2005-10-11,15.35,15.7,15.06,15.63
2005-10-12,15.56,16.27,15.04,16.22
2005-10-13,16.32,17.19,15.98,16.47
2005-10-14,15.99,16.03,14.83,14.87
2005-10-17,15.3,15.3,14.58,14.67
2005-10-18,14.92,15.4,14.79,15.33
2005-10-19,15.63,15.86,13.47,13.5
2005-10-20,14.18,16.19,13.98,16.11
2005-10-21,15.53,16.27,15.26,16.13
2005-10-24,16.18,16.44,14.61,14.74
2005-10-25,14.96,15.3,14.2,14.53
2005-10-26,14.8,14.88,13.72,14.59
2005-10-27,14.73,16.3,14.57,16.02
2005-10-28,15.45,15.61,14.11,14.25
2005-10-31,14.04,15.39,13.93,15.32
2005-11-01,14.85,15.66,14.65,14.85
2005-11-02,14.99,14.99,13.38,13.48
2005-11-03,13.12,13.23,12.5,13
2005-11-04,12.88,13.62,12.69,13.17
2005-11-07,13.11,13.65,12.76,13.1
2005-11-08,13.61,13.61,13.04,13.08
2005-11-09,13.14,13.36,12.42,12.8
2005-11-10,12.68,13.17,11.73,11.9
2005-11-11,11.82,11.96,11.63,11.63
2005-11-14,11.99,12.34,11.77,12.18
2005-11-15,12.16,12.69,11.7,12.23
2005-11-16,12.22,12.68,12.17,12.26
2005-11-17,11.92,12.2,11.25,11.25
2005-11-18,11.19,11.67,10.96,11.12
2005-11-21,11.18,11.38,10.71,10.82
2005-11-22,11.01,11.1,10.5,10.6
2005-11-23,10.96,11.03,10.67,10.96
2005-11-25,11.04,11.24,10.88,10.88
2005-11-28,11.34,11.99,11.33,11.84
2005-11-29,11.77,11.96,11.61,11.89
2005-11-30,11.84,12.13,11.55,12.06
2005-12-01,12.09,12.23,11.14,11.24
2005-12-02,11.1,11.23,10.94,11.01
2005-12-05,11.45,11.68,11.4,11.6
2005-12-06,11.16,11.59,10.96,11.52
2005-12-07,11.49,12.44,11.45,12.18
2005-12-08,11.88,12.41,11.73,12.21
2005-12-09,11.91,12.2,11.56,11.69
2005-12-12,10.86,11.81,10.83,11.47
2005-12-13,10.57,11.42,10.57,11.11
2005-12-14,10.75,10.79,10.39,10.48
2005-12-15,10.66,11.11,10.37,10.73
2005-12-16,10.7,10.75,10.15,10.68
2005-12-19,11.11,11.38,10.65,11.38
2005-12-20,11.32,11.45,11,11.19
2005-12-21,10.71,11.07,10.34,10.81
2005-12-22,10.82,10.89,10.28,10.29
2005-12-23,10.37,10.48,10.24,10.27
2005-12-27,10.97,11.65,10.83,11.57
2005-12-28,11.55,11.64,11.26,11.35
2005-12-29,11.36,11.67,11.14,11.61
2005-12-30,11.96,12.07,11.55,12.07
2006-01-03,12.25,12.51,10.99,11.14
2006-01-04,11.22,11.71,10.97,11.37
2006-01-05,11.43,11.84,11.31,11.31
2006-01-06,11.23,11.5,10.81,11
2006-01-09,11.35,11.35,10.98,11.13
2006-01-10,11.39,11.39,10.84,10.86
2006-01-11,11.03,11.16,10.83,10.94
2006-01-12,10.98,11.38,10.94,11.2
2006-01-13,11.4,11.61,11.11,11.23
2006-01-17,12.13,12.46,11.87,11.91
2006-01-18,12.62,12.7,12.2,12.25
2006-01-19,12.12,12.34,11.65,11.98
2006-01-20,12.1,14.56,11.89,14.56
2006-01-23,14.44,14.48,13.58,13.93
2006-01-24,13.79,13.83,13.14,13.31
2006-01-25,12.95,13.38,12.62,12.87
2006-01-26,12.89,12.91,12.19,12.42
2006-01-27,12.27,12.33,11.72,11.97
2006-01-30,12.22,12.46,12.07,12.39
2006-01-31,12.45,13.06,12.45,12.95
2006-02-01,13.03,13.03,12.34,12.36
2006-02-02,12.54,13.47,12.48,13.23
2006-02-03,13.37,13.7,12.64,12.96
2006-02-06,13.43,13.43,12.99,13.04
2006-02-07,13.2,13.67,12.97,13.59
2006-02-08,13.41,13.61,12.76,12.83
2006-02-09,12.56,13.15,12.27,13.12
2006-02-10,13.35,13.73,12.69,12.87
2006-02-13,13.34,13.7,13.05,13.35
2006-02-14,13.09,13.15,12.01,12.25
2006-02-15,12.43,12.95,12.21,12.31
2006-02-16,12.19,12.29,11.13,11.48
2006-02-17,11.64,12.21,11.52,12.01
2006-02-21,12.36,12.64,12.28,12.41
2006-02-22,12.27,12.3,11.68,11.88
2006-02-23,11.86,11.97,11.58,11.87
2006-02-24,11.94,12.06,11.42,11.46
2006-02-27,11.79,11.83,11.4,11.59
2006-02-28,11.74,12.36,11.71,12.34
2006-03-01,12.05,12.07,11.52,11.54
2006-03-02,11.79,11.95,11.56,11.72
2006-03-03,12.03,12.1,11.36,11.96
2006-03-06,12.22,12.91,12.22,12.74
2006-03-07,12.92,13.34,12.64,12.66
2006-03-08,12.83,13.34,12.26,12.32
2006-03-09,12.21,12.69,12.01,12.68
2006-03-10,12.52,12.6,11.79,11.85
2006-03-13,11.72,11.75,10.89,11.37
2006-03-14,11.61,11.72,10.53,10.74
2006-03-15,11.17,11.54,10.98,11.35
2006-03-16,10.59,12.05,10.57,11.98
2006-03-17,11.56,12.2,11.53,12.12
2006-03-20,12.11,12.21,10.79,11.79
2006-03-21,11.71,11.89,11.17,11.62
2006-03-22,11.71,11.79,11.11,11.21
2006-03-23,11.19,11.57,11.11,11.17
2006-03-24,11.23,11.48,11.09,11.19
2006-03-27,11.46,11.72,11.41,11.46
2006-03-28,11.69,11.9,11.38,11.58
2006-03-29,11.46,11.57,10.79,10.95
2006-03-30,11.03,11.73,10.7,11.57
2006-03-31,11.42,11.65,11.27,11.39
2006-04-03,11.47,11.62,11.03,11.57
2006-04-04,11.66,11.8,11.09,11.14
2006-04-05,11.24,11.36,11.06,11.13
2006-04-06,11.34,11.74,11.25,11.45
2006-04-07,11.44,12.31,11.2,12.26
2006-04-10,12.44,12.49,12.04,12.19
2006-04-11,12.09,13.06,12.06,13
2006-04-12,13.08,13.09,12.66,12.76
2006-04-13,12.93,13,12.28,12.38
2006-04-17,12.8,13.02,12.27,12.58
2006-04-18,12.55,12.55,11.31,11.4
2006-04-19,11.52,11.8,11.23,11.32
2006-04-20,11.3,11.67,11.02,11.64
2006-04-21,11.24,11.98,11.19,11.59
2006-04-24,12.26,12.42,11.67,11.75
2006-04-25,11.71,12.19,11.59,11.75
2006-04-26,11.76,11.79,11.34,11.76
2006-04-27,12.27,12.52,11.55,11.84
2006-04-28,12.13,12.13,11.42,11.59
2006-05-01,11.83,12.59,11.75,12.54
2006-05-02,12.2,12.27,11.93,11.99
2006-05-03,12.21,12.45,11.95,11.99
2006-05-04,11.92,12.16,11.71,11.86
2006-05-05,11.39,11.62,11.18,11.62
2006-05-08,11.98,12.06,11.81,12
2006-05-09,12.1,12.15,11.88,11.99
2006-05-10,12.22,12.32,11.78,11.78
2006-05-11,12.33,12.92,11.99,12.49
2006-05-12,12.71,14.26,12.71,14.19
2006-05-15,15.12,15.13,13.44,13.57
2006-05-16,13.49,13.61,12.98,13.35
2006-05-17,13.83,16.26,13.39,16.26
2006-05-18,15.54,17.09,14.96,16.99
2006-05-19,16.16,18.01,15.9,17.18
2006-05-22,18.55,19.62,16.73,17.72
2006-05-23,16.7,18.26,15.36,18.26
2006-05-24,17.87,19.87,17.13,17.36
2006-05-25,16.67,16.67,15.31,15.5
2006-05-26,14.92,15.04,14.26,14.26
2006-05-30,15.39,18.72,15.39,18.66
2006-05-31,18.09,18.09,16.41,16.44
2006-06-01,16.47,16.56,14.48,14.52
